"","xcoord","ycoord"
"267",40.75229712,-73.86181853
"268",40.75375183,-73.85954161
"269",40.75337062,-73.85979146
"270",40.75337062,-73.85979146
"271",40.75315943,-73.85768405
"272",40.75149697,-73.85837697
"273",40.75134782,-73.85762296
"274",40.75404501,-73.85470803
"275",40.75312163,-73.85597692
"276",40.74336208,-73.86572014
"277",40.74415131,-73.86464672
"278",40.74455671,-73.86394216
"279",40.74301165,-73.86414019
"280",40.74312817,-73.86287327
"281",40.7386551,-73.86594974
"282",40.73857546,-73.86591743
"283",40.73922557,-73.86557691
"284",40.7380173,-73.86508137
"285",40.73796397,-73.86407832
"286",40.73807106,-73.8641214
"287",40.74289422,-73.85781785
"288",40.74338701,-73.8567919
"289",40.7408364,-73.85841768
"290",40.7428787,-73.85637077
"291",40.74217771,-73.85771112
"292",40.74262206,-73.85526343
"293",40.74214816,-73.85601869
"294",40.73878225,-73.85754877
"295",40.74012545,-73.85616018
"296",40.74012545,-73.85616018
"297",40.74012545,-73.85616018
"298",40.74061899,-73.85574412
"299",40.74209074,-73.85401596
"300",40.73803552,-73.85522287
"301",40.73803552,-73.85522287
"302",40.73970738,-73.85115234
"303",40.74000777,-73.85209352
"304",40.74014554,-73.85251182
"305",40.74014554,-73.85251182
"306",40.74603998,-73.86028327
"307",40.74532613,-73.86010071
"308",40.7502084,-73.85957074
"309",40.74800273,-73.85824365
"310",40.74450838,-73.85801651
"311",40.74457784,-73.85647898
"312",40.74822851,-73.85440673
"313",40.74820938,-73.85447534
"314",40.74805102,-73.85513615
"315",40.74762189,-73.85657347
"316",40.74656313,-73.85495532
"317",40.74520647,-73.8543592
"318",40.74471673,-73.85342918
"319",40.74217829,-73.85164483
"320",40.75101845,-73.85324568
"321",40.75004457,-73.85150099
"322",40.74668662,-73.86865837
"323",40.74896071,-73.86751701
"324",40.74812848,-73.86702062
"325",40.74836163,-73.8645335
"326",40.74693029,-73.86812375
"327",40.74674126,-73.86605257
"328",40.74537583,-73.86494738
"329",40.74537583,-73.86494738
"330",40.74517672,-73.86368828
"331",40.74530605,-73.8639659
"332",40.74550979,-73.86218628
"333",40.74548519,-73.86226934
"334",40.75692338,-73.86764556
"335",40.75685474,-73.86763126
"336",40.75678611,-73.86762056
"337",40.75582001,-73.86766219
"338",40.75590956,-73.86677047
"339",40.75675973,-73.86616237
"340",40.75685413,-73.86474002
"341",40.75362339,-73.86934851
"342",40.75261425,-73.86775518
"343",40.7538376,-73.86705253
"344",40.75307415,-73.86670034
"345",40.75489732,-73.86490642
"346",40.75481934,-73.86164366
"347",40.75448648,-73.86102353
"348",40.75454138,-73.86103063
"349",40.75534095,-73.85946968
"350",40.75620246,-73.85918271
"351",40.75474426,-73.85858302
"352",40.75438996,-73.85839609
"353",40.75438996,-73.85839609
"354",40.75563244,-73.85767516
"355",40.75544616,-73.85796793
"356",40.75616681,-73.85698461
"357",40.7516743,-73.86907081
"358",40.74989194,-73.86817925
"359",40.75313156,-73.86415565
"360",40.75351665,-73.86253426
"361",40.75069178,-73.85982597
"362",40.75099216,-73.85856572
"363",40.75105808,-73.85859807
"364",40.74443922,-73.86440073
"365",40.743238,-73.86290552
"366",40.74126544,-73.86602027
"367",40.7409826,-73.86590537
"368",40.74112197,-73.86538543
"369",40.74239418,-73.86192207
"370",40.73964457,-73.86476413
"371",40.74022124,-73.86499752
"372",40.73830953,-73.86383945
"373",40.73862191,-73.86340578
"374",40.74374104,-73.86124443
"375",40.74178407,-73.85901832
"376",40.74178407,-73.85901832
"377",40.74060971,-73.85711182
"378",40.74076518,-73.8585333
"379",40.74076518,-73.8585333
"380",40.74092595,-73.8575911
"381",40.74080352,-73.85846827
"382",40.74086653,-73.85836709
"383",40.74089666,-73.8583165
"384",40.74256654,-73.85696689
"385",40.74238465,-73.85636822
"386",40.74242572,-73.85629235
"387",40.73815843,-73.85694026
"388",40.73953594,-73.85664862
"389",40.73986919,-73.85536323
"390",40.73965455,-73.85492345
"391",40.73818638,-73.85513955
"392",40.73821071,-73.8548436
"393",40.73871205,-73.85409193
"394",40.73860024,-73.85466593
"395",40.74061119,-73.85391094
"396",40.73900921,-73.85251072
"397",40.73893495,-73.85026275
"398",40.74781227,-73.86187475
"399",40.74615463,-73.86203698
"400",40.7446371,-73.86002276
"401",40.74892556,-73.85872169
"402",40.7499674,-73.85777749
"403",40.74873801,-73.85578068
"404",40.74666153,-73.85462669
"405",40.74608284,-73.85498524
"406",40.74534978,-73.85482083
"407",40.74578957,-73.85315254
"408",40.74437237,-73.8545956
"409",40.74437237,-73.8545956
"410",40.74438404,-73.8529788
"411",40.74351986,-73.8533055
"412",40.74950726,-73.85416934
"413",40.74291993,-73.89448299
"414",40.74115346,-73.89275723
"415",40.74135461,-73.8906783
"416",40.74645941,-73.88736411
"417",40.74693276,-73.88044486
"418",40.74392954,-73.88265886
"419",40.74663094,-73.87792273
"420",40.74614036,-73.87861294
"421",40.74318896,-73.88870489
"422",40.7415715,-73.88787398
"423",40.74272493,-73.88573204
"424",40.74064397,-73.88808124
"425",40.738581,-73.880947
"426",40.73847957,-73.88106987
"427",40.73765398,-73.87899646
"428",40.74638256,-73.87665283
"429",40.74358569,-73.87414627
"430",40.74123909,-73.87684278
"431",40.74270738,-73.87415515
"432",40.74263591,-73.87406145
"433",40.74505024,-73.87063205
"434",40.73996161,-73.87575173
"435",40.74055193,-73.87341223
"436",40.7386025,-73.87035949
"437",40.7386025,-73.87035949
"438",40.73862709,-73.87025119
"439",40.73723213,-73.86970542
"440",40.73869201,-73.86701419
"441",40.73800414,-73.86793574
"442",40.73446053,-73.8944134
"443",40.73377972,-73.89428819
"444",40.734756,-73.89044376
"445",40.73475333,-73.89052315
"446",40.73625761,-73.88783241
"447",40.73659923,-73.8863235
"448",40.73665961,-73.88631618
"449",40.73546117,-73.8845826
"450",40.73175402,-73.89421563
"451",40.73297501,-73.89374823
"452",40.73340609,-73.89392074
"453",40.7334249,-73.8934805
"454",40.73181905,-73.89329905
"455",40.73162141,-73.89328132
"456",40.73294193,-73.89066685
"457",40.73183589,-73.89076969
"458",40.73342353,-73.88912533
"459",40.73343472,-73.88934541
"460",40.7321066,-73.88969761
"461",40.73141702,-73.88902403
"462",40.73331702,-73.8868523
"463",40.73338854,-73.88424701
"464",40.7305718,-73.89209233
"465",40.72725359,-73.88940619
"466",40.72713341,-73.89001973
"467",40.73533237,-73.87682844
"468",40.73486824,-73.87658754
"469",40.73514183,-73.87832626
"470",40.73429,-73.87742574
"471",40.7337158,-73.87692164
"472",40.73388794,-73.87876515
"473",40.73306486,-73.87909861
"474",40.73312242,-73.87901913
"475",40.73330331,-73.87877704
"476",40.73234123,-73.87743293
"477",40.73167871,-73.87646716
"478",40.73284071,-73.87998303
"479",40.74254074,-73.89108775
"480",40.74254074,-73.89108775
"481",40.74254074,-73.89108775
"482",40.74254074,-73.89108775
"483",40.74254074,-73.89108775
"484",40.74254074,-73.89108775
"485",40.74254074,-73.89108775
"486",40.74240342,-73.89100498
"487",40.74769565,-73.88029913
"488",40.7452164,-73.88224518
"489",40.74533708,-73.88215474
"490",40.74540016,-73.88210771
"491",40.74424435,-73.8818427
"492",40.74256761,-73.89048144
"493",40.74134575,-73.89001432
"494",40.74139202,-73.88678446
"495",40.74076881,-73.88663034
"496",40.73859391,-73.88016032
"497",40.73870079,-73.88000856
"498",40.73755596,-73.87975082
"499",40.73891734,-73.87973032
"500",40.73901876,-73.87960383
"501",40.74368019,-73.87779461
"502",40.74786118,-73.87338751
"503",40.74561814,-73.87537668
"504",40.74448482,-73.87310161
"505",40.74230682,-73.87431469
"506",40.74210755,-73.8753219
"507",40.74750091,-73.87028443
"508",40.74776403,-73.86995189
"509",40.74655067,-73.86979546
"510",40.74272341,-73.86884662
"511",40.73778995,-73.87272464
"512",40.73767569,-73.87117321
"513",40.73692901,-73.87107722
"514",40.74213287,-73.87090837
"515",40.74021195,-73.86883713
"516",40.73474719,-73.89573359
"517",40.7351097,-73.89296542
"518",40.7351097,-73.89296542
"519",40.73472222,-73.89246448
"520",40.73486455,-73.89203125
"521",40.73381764,-73.89374328
"522",40.73388502,-73.8924081
"523",40.73503772,-73.88941131
"524",40.73318412,-73.89430356
"525",40.732664,-73.89283223
"526",40.73233928,-73.88904775
"527",40.73075913,-73.88991272
"528",40.73001271,-73.89007271
"529",40.73035762,-73.88910156
"530",40.73241015,-73.8857353
"531",40.73204235,-73.88573593
"532",40.73140518,-73.88534734
"533",40.73096072,-73.89414473
"534",40.72652583,-73.89483727
"535",40.72764512,-73.89422215
"536",40.72744979,-73.89372457
"537",40.72698625,-73.89407888
"538",40.72902578,-73.89427047
"539",40.73017433,-73.89264501
"540",40.72997126,-73.89268863
"541",40.7298999,-73.89269236
"542",40.72967979,-73.89212985
"543",40.73069223,-73.8917205
"544",40.7262119,-73.89372654
"545",40.72669484,-73.89064823
"546",40.72791051,-73.89037564
"547",40.72811355,-73.89029954
"548",40.72812991,-73.89018045
"549",40.72814352,-73.89006136
"550",40.73504645,-73.87639597
"551",40.7348568,-73.87615817
"552",40.73396376,-73.87522889
"553",40.73252068,-73.8758486
"554",40.7316195,-73.87500957
"555",40.73538333,-73.88092385
"556",40.73489091,-73.87985305
"557",40.73411945,-73.87967763
"558",40.73284641,-73.87757633
"559",40.7341878,-73.88207343
"560",40.73314018,-73.88026033
"561",40.73233739,-73.8816365
"562",40.73190568,-73.88356043
"563",40.73110719,-73.88378914
"564",40.73128136,-73.88231671
"565",40.72962175,-73.88059499
"566",40.74613407,-73.8915727
"567",40.74444058,-73.89159711
"568",40.740796,-73.8950457
"569",40.74065705,-73.89318385
"570",40.74399406,-73.8896238
"571",40.7448093,-73.87875611
"572",40.7442434,-73.88091884
"573",40.74182041,-73.88982227
"574",40.74092327,-73.89024236
"575",40.74105348,-73.88583234
"576",40.74072175,-73.88621904
"577",40.74064783,-73.88641764
"578",40.74124664,-73.88411788
"579",40.73881833,-73.87954285
"580",40.74799452,-73.87484171
"581",40.74319528,-73.87865439
"582",40.74801723,-73.8730227
"583",40.74776685,-73.87247099
"584",40.74323038,-73.87553633
"585",40.74506611,-73.87255556
"586",40.74506611,-73.87255556
"587",40.74442154,-73.87296098
"588",40.74400447,-73.87308087
"589",40.74557102,-73.86999226
"590",40.74594287,-73.8687284
"591",40.74412912,-73.86919391
"592",40.73955166,-73.87484674
"593",40.73771214,-73.87435583
"594",40.73882199,-73.8727335
"595",40.7383212,-73.87161581
"596",40.7371772,-73.87211959
"597",40.74075204,-73.87071257
"598",40.73853551,-73.86937088
"599",40.73839624,-73.86999904
"600",40.73794981,-73.8684266
"601",40.74028609,-73.86886585
"602",40.73739084,-73.86687967
"603",40.73739084,-73.86687967
"604",40.73389351,-73.89566998
"605",40.73373669,-73.89525888
"606",40.73542915,-73.88277125
"607",40.73648849,-73.88264309
"608",40.73380122,-73.88521332
"609",40.73380122,-73.88521332
"610",40.72836516,-73.89522042
"611",40.72935634,-73.8925886
"612",40.73400979,-73.87464787
"613",40.73190938,-73.87403482
"614",40.73191919,-73.88066664
"615",40.73062539,-73.87709332
"616",40.73138304,-73.8824392
"617",40.76938649,-73.89043372
"618",40.76785298,-73.89726661
"619",40.76761476,-73.8948482
"620",40.76750476,-73.88877978
"621",40.76750476,-73.88877978
"622",40.76719747,-73.88890665
"623",40.76757923,-73.88915872
"624",40.76430572,-73.89017495
"625",40.76197435,-73.89192955
"626",40.76248281,-73.88692188
"627",40.76889645,-73.87803715
"628",40.76547145,-73.88652331
"629",40.76433766,-73.88631226
"630",40.76333299,-73.88621651
"631",40.76468976,-73.88162954
"632",40.76517591,-73.87930385
"633",40.76504269,-73.87790703
"634",40.7646913,-73.87784269
"635",40.76462081,-73.87867311
"636",40.76458765,-73.87845658
"637",40.76428985,-73.87716837
"638",40.76019809,-73.8944484
"639",40.75722329,-73.8920275
"640",40.757388,-73.89205611
"641",40.75760761,-73.89209185
"642",40.75790834,-73.890828
"643",40.75556702,-73.89076687
"644",40.75556702,-73.89076687
"645",40.75708971,-73.890093
"646",40.75384057,-73.89672155
"647",40.75348919,-73.89665713
"648",40.75402775,-73.89428132
"649",40.75433859,-73.89206466
"650",40.75386367,-73.8919788
"651",40.75361145,-73.89230044
"652",40.75163445,-73.89441866
"653",40.76284366,-73.88544844
"654",40.76314102,-73.88362856
"655",40.76167231,-73.88336039
"656",40.76335417,-73.88270766
"657",40.76186639,-73.88258033
"658",40.76237803,-73.87836314
"659",40.76227096,-73.87834529
"660",40.76227096,-73.87834529
"661",40.76036435,-73.88464052
"662",40.75979513,-73.88358748
"663",40.76089776,-73.88283833
"664",40.76024713,-73.88272035
"665",40.75988965,-73.88207124
"666",40.76017504,-73.87935623
"667",40.76145151,-73.87951636
"668",40.76055456,-73.87745682
"669",40.75904492,-73.88543693
"670",40.75884754,-73.8856755
"671",40.75954053,-73.87632164
"672",40.75971623,-73.8763538
"673",40.75997703,-73.87640024
"674",40.75928653,-73.87495044
"675",40.75974152,-73.87435759
"676",40.75974931,-73.8739569
"677",40.75764285,-73.88319779
"678",40.75473308,-73.88019625
"679",40.75505702,-73.88025342
"680",40.75562804,-73.88036068
"681",40.7550821,-73.87799026
"682",40.75238702,-73.88355711
"683",40.75332457,-73.88241492
"684",40.75311867,-73.88237558
"685",40.75335788,-73.88278662
"686",40.75359263,-73.88151211
"687",40.75275326,-73.87423723
"688",40.7491472,-73.87728291
"689",40.77099959,-73.89546744
"690",40.7705949,-73.89414671
"691",40.76889658,-73.89792928
"692",40.76421325,-73.89106675
"693",40.76345223,-73.89029909
"694",40.76392989,-73.89038494
"695",40.76359006,-73.88806795
"696",40.76073016,-73.89702131
"697",40.76063167,-73.89738604
"698",40.76073238,-73.89643652
"699",40.76926665,-73.87771878
"700",40.76982983,-73.8781979
"701",40.76997982,-73.87727702
"702",40.76997982,-73.87727702
"703",40.76536711,-73.886491
"704",40.7662983,-73.87909965
"705",40.76669159,-73.8772578
"706",40.76381907,-73.88373206
"707",40.76365603,-73.88264215
"708",40.76435516,-73.88188644
"709",40.76466542,-73.88198697
"710",40.76462289,-73.87804498
"711",40.76516379,-73.87821727
"712",40.76516379,-73.87821727
"713",40.75988927,-73.89591804
"714",40.75970809,-73.89588583
"715",40.75958604,-73.88864861
"716",40.75997951,-73.88682867
"717",40.76035835,-73.88689661
"718",40.75662514,-73.89828377
"719",40.75723399,-73.8977414
"720",40.75849294,-73.89079095
"721",40.75760737,-73.88894791
"722",40.7555467,-73.8954953
"723",40.75538541,-73.89320716
"724",40.75697223,-73.8906635
"725",40.75343805,-73.89474064
"726",40.75179093,-73.89444729
"727",40.7522003,-73.89489058
"728",40.75186967,-73.89351597
"729",40.75219669,-73.89394495
"730",40.75232758,-73.89301716
"731",40.74937876,-73.89495278
"732",40.74981482,-73.89456952
"733",40.74953932,-73.89345473
"734",40.74804326,-73.88750218
"735",40.76241325,-73.88596178
"736",40.76220628,-73.88213211
"737",40.76220628,-73.88213211
"738",40.7631071,-73.88266117
"739",40.76342997,-73.88167149
"740",40.7628316,-73.88166533
"741",40.76218785,-73.88022977
"742",40.76260662,-73.87651809
"743",40.76196697,-73.87640377
"744",40.76155727,-73.87571506
"745",40.7603351,-73.88558271
"746",40.76140326,-73.88329949
"747",40.76126955,-73.88137933
"748",40.76043912,-73.87991887
"749",40.76043912,-73.87991887
"750",40.76098718,-73.87906959
"751",40.76118667,-73.87566521
"752",40.75875109,-73.88528944
"753",40.75941514,-73.87973301
"754",40.75861901,-73.87958645
"755",40.75947353,-73.87784143
"756",40.75881145,-73.87727594
"757",40.75924364,-73.87589625
"758",40.75896951,-73.87621802
"759",40.75887357,-73.87379973
"760",40.75759988,-73.88413275
"761",40.75694102,-73.88401478
"762",40.75646335,-73.88392898
"763",40.7575142,-73.88354093
"764",40.7575142,-73.88354093
"765",40.75752384,-73.88222703
"766",40.75712108,-73.88026054
"767",40.75719285,-73.88065024
"768",40.75510564,-73.88214829
"769",40.75532917,-73.87803673
"770",40.75365974,-73.87489242
"771",40.75403075,-73.87532846
"772",40.75110658,-73.87953146
"773",40.75185915,-73.87741146
"774",40.75191303,-73.87646934
"775",40.74904488,-73.87915623
"776",40.74917364,-73.8763481
"777",40.74939905,-73.87412085
"778",40.74985308,-73.87267272
"779",40.75061353,-73.87281203
"780",40.77042917,-73.89600987
"781",40.77041011,-73.89617959
"782",40.77190155,-73.89431432
"783",40.77249918,-73.8935227
"784",40.7699382,-73.89337516
"785",40.7650738,-73.88970077
"786",40.76321579,-73.88989156
"787",40.7676396,-73.87826328
"788",40.76409059,-73.88626936
"789",40.76437824,-73.87769526
"790",40.7642657,-73.87769186
"791",40.76416413,-73.87767399
"792",40.7598764,-73.89686741
"793",40.75895676,-73.89669918
"794",40.75868773,-73.89664906
"795",40.75890649,-73.8957427
"796",40.75851346,-73.89514773
"797",40.76035436,-73.88842714
"798",40.75965066,-73.88735263
"799",40.75524833,-73.8963873
"800",40.75530049,-73.89639444
"801",40.75598297,-73.89236158
"802",40.75582837,-73.89140171
"803",40.75249018,-73.89078996
"804",40.76099121,-73.8857007
"805",40.7599374,-73.88587578
"806",40.76036197,-73.88500511
"807",40.75771875,-73.88226278
"808",40.75739147,-73.88162086
"809",40.75453462,-73.88204462
"810",40.75551686,-73.87902538
"811",40.75544273,-73.87901107
"812",40.75400564,-73.87495313
"813",40.74953254,-73.87829998
"814",40.73742591,-73.92775827
"815",40.73545832,-73.93785302
"816",40.76356555,-73.93974726
"817",40.76117752,-73.93954366
"818",40.75464594,-73.9361423
"819",40.75349241,-73.93484404
"820",40.74474053,-73.95426835
"821",40.74566434,-73.95142749
"822",40.73592134,-73.93630819
"823",40.76151562,-73.94049273
"824",40.76151562,-73.94049273
"825",40.75638909,-73.93178035
"826",40.75664189,-73.93225294
"827",40.75742023,-73.9349918
"828",40.75847925,-73.93420026
"829",40.76143408,-73.94206666
"830",40.75512716,-73.93288613
"831",40.75333628,-73.93068623
"832",40.75332404,-73.93319474
"833",40.75240968,-73.93744018
"834",40.75541081,-73.92986112
"835",40.7574419,-73.92982289
"836",40.75772651,-73.92845817
"837",40.75701177,-73.92669748
"838",40.75427443,-73.92540111
"839",40.74696602,-73.94672763
"840",40.73690311,-73.93478449
"841",40.75740078,-73.93458033
"842",40.75740078,-73.93458033
"843",40.75507385,-73.93565823
"844",40.75606821,-73.94228429
